mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
51	50	593/4	593/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	1045									168
51	50	297/2	297/2	0.25	1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	1046									168
51	50	595/4	595/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	1047									
51	50	149	149	0.25	3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	1048									169
51	50	597/4	597/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	1049									169
51	50	299/2	299/2	0.25	1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	1050									169
51	50	599/4	599/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	1051									169
51	50	150	150	0.25	5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	1052									169
51	50	601/4	601/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	1053									
52	51	301/2	301/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1054									
52	51	152	152	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1055									
52	51	301/2	301/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1056									
52	51	152	152	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1057									
52	51	301/2	301/2	3.0	0	0	Chord	6/8	3	1	3/4			1/2	3/2	1058									
52	51	301/2	301/2	0.25	0	0	Chord	6/8	4	1	1/16			1/16	1	1059									170
52	51	603/4	603/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	1060									170
52	51	151	151	0.25	1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	1061									170
52	51	605/4	605/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	1062									170
52	51	303/2	303/2	0.25	1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	1063									170
52	51	607/4	607/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	1064									
52	51	152	152	0.25	3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	1065									171
52	51	609/4	609/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	1066									171
52	51	305/2	305/2	0.25	1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	1067									171
52	51	611/4	611/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	1068									171
52	51	153	153	0.25	5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	1069									171
52	51	613/4	613/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	1070									
53	52	307/2	307/2	0.0	0	0	Dynamic	6/8	1	1	0						f								
53	52	307/2	307/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	1071									172
53	52	615/4	615/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1072									172
53	52	154	154	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1073									172
53	52	617/4	617/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1074									172
53	52	309/2	309/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1075									172
53	52	619/4	619/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1076									
53	52	155	155	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	1077									173
53	52	621/4	621/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1078									173
53	52	311/2	311/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1079									173
53	52	623/4	623/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1080									173
53	52	156	156	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1081									173
53	52	625/4	625/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1082									
53	52	307/2	307/2	0.0	0	0	Dynamic	6/8	2	1	0						f								
53	52	307/2	307/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1083									
53	52	154	154	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1084									
53	52	309/2	309/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1085									
53	52	155	155	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1086									
53	52	311/2	311/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1087									
53	52	156	156	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1088									
53	52	307/2	307/2	0.0	0	0	Dynamic	6/8	3	1	0						f								
53	52	307/2	307/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1089									
53	52	154	154	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1090									
53	52	309/2	309/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1091									
53	52	155	155	1.5	3/8	3/8	Chord	6/8	3	1	3/8		r8	1/4	3/2	1092									
53	52	307/2	307/2	0.0	0	0	Dynamic	6/8	4	1	0						f								
53	52	307/2	307/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1093									
53	52	154	154	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1094									
53	52	309/2	309/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1095									
53	52	155	155	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1096									
53	52	311/2	311/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1097									
53	52	156	156	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1098									
54	53	313/2	313/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1099									174
54	53	158	158	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1100									
54	53	159	159	0.0	5/8	5/8	Dynamic	6/8	1	1	0						p								
54	53	159	159	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1101									175
54	53	313/2	313/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1102									
54	53	157	157	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1103									
54	53	315/2	315/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1104									
54	53	158	158	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1105									
54	53	159	159	0.0	5/8	5/8	Dynamic	6/8	2	1	0						p								
54	53	159	159	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1106									176
54	53	313/2	313/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1107									
54	53	157	157	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1108									
54	53	315/2	315/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1109									
54	53	158	158	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1110									
54	53	159	159	0.0	5/8	5/8	Dynamic	6/8	3	1	0						p								
54	53	159	159	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1111									177
54	53	313/2	313/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1112									
54	53	157	157	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1113									
54	53	315/2	315/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1114									
54	53	158	158	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1115									
54	53	159	159	0.0	5/8	5/8	Dynamic	6/8	4	1	0						p								
54	53	159	159	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1116									178
55	54	319/2	319/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1117		articStaccatoBelow							
55	54	321/2	321/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1118									179
55	54	161	161	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1119		articStaccatoBelow							
55	54	162	162	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1120									180
55	54	319/2	319/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1121		articStaccatoBelow							
55	54	321/2	321/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1122									181
55	54	161	161	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1123		articStaccatoBelow							
55	54	162	162	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1124									182
55	54	319/2	319/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1125		articStaccatoBelow							
55	54	321/2	321/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1126									183
55	54	161	161	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1127		articStaccatoBelow							
55	54	162	162	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1128									184
55	54	319/2	319/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1129		articStaccatoBelow							
55	54	321/2	321/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1130									185
55	54	161	161	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1131		articStaccatoBelow							
55	54	162	162	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1132									186
56	55	325/2	325/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1133		articStaccatoBelow							
56	55	325/2	325/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1134		articStaccatoBelow							
56	55	163	163	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1135									
56	55	327/2	327/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1136									
56	55	164	164	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1137									
56	55	329/2	329/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1138									
56	55	165	165	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1139									
56	55	325/2	325/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1140		articStaccatoBelow							
56	55	163	163	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1141									
56	55	327/2	327/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1142									
56	55	164	164	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1143									
56	55	329/2	329/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1144									
56	55	165	165	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1145									
56	55	325/2	325/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1146		articStaccatoBelow							
56	55	163	163	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1147									
56	55	327/2	327/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1148									
56	55	164	164	1.5	3/8	3/8	Chord	6/8	4	1	3/8		r8	1/4	3/2	1149									
57	56	331/2	331/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1150									187
57	56	167	167	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1151									
57	56	331/2	331/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	1152									188
57	56	167	167	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1153									
57	56	331/2	331/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	1154									189
57	56	167	167	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	1155									
58	57	337/2	337/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1156									
58	57	169	169	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1157									
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1158									
58	57	170	170	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1159									
58	57	341/2	341/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1160									
58	57	171	171	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1161									
58	57	337/2	337/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1162									
58	57	169	169	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1163									
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1164									
58	57	170	170	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1165									
58	57	341/2	341/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1166									
58	57	171	171	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1167									
58	57	337/2	337/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	1168									
58	57	170	170	1.5	3/8	3/8	Chord	6/8	4	1	3/8		r8	1/4	3/2	1169									
59	58	343/2	343/2	0.0	0	0	Dynamic	6/8	1	1	0						p								
59	58	343/2	343/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1170									
59	58	172	172	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1171									
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1172									
59	58	173	173	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1173									
59	58	347/2	347/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1174									190
59	58	695/4	695/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1175									190
59	58	174	174	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1176									190
59	58	697/4	697/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1177									
59	58	343/2	343/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1178									
59	58	172	172	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1179									
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1180									
59	58	173	173	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1181									
59	58	343/2	343/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1182									
59	58	172	172	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1183									
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1184									
59	58	173	173	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1185									
59	58	343/2	343/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	1186									
59	58	173	173	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	1187									
60	59	349/2	349/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1188									191
60	59	175	175	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1189									
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1190		articStaccatoBelow							
60	59	176	176	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1191									
60	59	353/2	353/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1192									192
60	59	707/4	707/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1193									192
60	59	177	177	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1194									192
60	59	709/4	709/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1195									
60	59	349/2	349/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1196									
60	59	175	175	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1197									
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1198									
60	59	176	176	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1199									
60	59	349/2	349/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1200									
60	59	175	175	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1201									
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1202									
60	59	176	176	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1203									
60	59	349/2	349/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	1204									
60	59	176	176	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	1205									
61	60	355/2	355/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1206									193
61	60	178	178	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1207									
61	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1208		articStaccatoBelow							
61	60	179	179	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1209		articStaccatoBelow							
61	60	359/2	359/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1210									194
61	60	719/4	719/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1211									194
61	60	180	180	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1212									194
61	60	721/4	721/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1213									
61	60	355/2	355/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1214									
61	60	178	178	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1215									
61	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1216									
61	60	179	179	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1217									
61	60	355/2	355/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1218									
61	60	178	178	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1219									
61	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1220									
61	60	179	179	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1221									
61	60	355/2	355/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	1222									
61	60	179	179	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	1223									
62	61	361/2	361/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1224		articStaccatoBelow							
62	61	181	181	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1225									195
62	61	725/4	725/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1226									195
62	61	363/2	363/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1227									195
62	61	727/4	727/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1228									
62	61	182	182	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1229		articStaccatoBelow							
62	61	365/2	365/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1230									196
62	61	731/4	731/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1231									196
62	61	183	183	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1232									196
62	61	733/4	733/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1233									
62	61	361/2	361/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1234									
62	61	182	182	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1235									
62	61	361/2	361/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1236									
62	61	182	182	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1237									
62	61	361/2	361/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1238									
63	62	367/2	367/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1239		articStaccatoBelow							
63	62	184	184	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1240									197
63	62	737/4	737/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1241									197
63	62	369/2	369/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1242									197
63	62	739/4	739/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1243									
63	62	185	185	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1244		articStaccatoBelow							
63	62	371/2	371/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1245									198
63	62	743/4	743/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1246									198
63	62	186	186	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1247									198
63	62	745/4	745/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1248									
63	62	367/2	367/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1249									
63	62	185	185	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1250									
63	62	367/2	367/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1251									
63	62	185	185	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1252									
63	62	367/2	367/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1253									
63	62	185	185	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1254									
64	63	373/2	373/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1255									199
64	63	187	187	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1256									199
64	63	375/2	375/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1257									
64	63	188	188	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1258									200
64	63	377/2	377/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1259									200
64	63	189	189	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1260									
64	63	373/2	373/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1261									
64	63	373/2	373/2	3.0	0	0	Chord	6/8	3	1	3/4			1/2	3/2	1262									
64	63	373/2	373/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	1263									
65	64	379/2	379/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1264									201
65	64	190	190	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1265									
65	64	381/2	381/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1266		articStaccatoAbove							
65	64	191	191	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1267									
65	64	383/2	383/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1268									
65	64	192	192	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1269									202
65	64	769/4	769/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1270									
65	64	379/2	379/2	3.0	0	0	Chord	6/8	3	1	3/4			1/2	3/2	1271									
65	64	379/2	379/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	1272									
66	65	385/2	385/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1273									203
66	65	193	193	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1274									
66	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1275									
66	65	194	194	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1276									
66	65	193	193	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1277									
66	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1278									
66	65	194	194	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1279									204
66	65	389/2	389/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1280									
66	65	195	195	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1281									
66	65	781/4	781/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1282									
66	65	385/2	385/2	3.0	0	0	Chord	6/8	3	1	3/4			1/2	3/2	1283									
66	65	385/2	385/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	1284									
67	66	196	196	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1285									
67	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1286									
67	66	197	197	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1287									205
67	66	395/2	395/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1288									
67	66	198	198	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1289									206
67	66	793/4	793/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1290									
67	66	391/2	391/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1291									207
67	66	196	196	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1292									
67	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1293									
67	66	197	197	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1294									
67	66	391/2	391/2	3.0	0	0	Chord	6/8	3	1	3/4			1/2	3/2	1295									
67	66	391/2	391/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	1296									
68	67	397/2	397/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1297									208
68	67	199	199	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1298									
68	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1299		articStaccatoAbove							
68	67	200	200	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1300									
68	67	199	199	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1301									
68	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1302									
68	67	200	200	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1303									209
68	67	401/2	401/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1304									
68	67	201	201	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1305									210
68	67	805/4	805/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1306									
68	67	397/2	397/2	3.0	0	0	Chord	6/8	3	1	3/4			1/2	3/2	1307									
68	67	397/2	397/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	1308									
69	68	202	202	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1309									
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1310									
69	68	203	203	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1311									
69	68	407/2	407/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1312									
69	68	815/4	815/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1313									
69	68	204	204	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1314									
69	68	817/4	817/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1315									
69	68	403/2	403/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1316									211
69	68	202	202	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1317									
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1318		articStaccatoBelow							
69	68	203	203	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1319									
69	68	403/2	403/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1320									
